Transaction ID,Account Id,Transaction Amount,Transaction Date,Transaction Type,Location,Device Id,IP Address,Merchant Id,Channel,Customer Age,Customer Occupation,Transaction Duration,Login Attempts,Account Balance,Previous Transaction Date
TRX00142,ACC036,94.61249723504218,2025-02-28 18:00:00,Payment,Bali,DEV3,172.16.0.1,M002,Internet Banking,56,Karyawan Swasta,78,2,12744565.567212695,2025-02-25 18:00:00
TRX00143,ACC020,55.94563680739535,2025-03-01 04:00:00,Withdrawal,Medan,DEV2,10.0.0.1,M003,ATM,30,Karyawan Swasta,90,4,25300899.502823472,2025-02-21 04:00:00
TRX00144,ACC083,328.5009399822491,2025-03-01 14:00:00,Withdrawal,Surabaya,DEV1,10.0.0.1,M003,Internet Banking,54,Wiraswasta,39,4,1621777.7378524477,2025-02-23 14:00:00
TRX00145,ACC099,3.358256866403456,2025-03-02 00:00:00,Transfer,Jakarta,DEV3,192.168.1.1,M004,Internet Banking,34,Pelajar,82,1,6677337.6375232125,2025-02-22 00:00:00
TRX00146,ACC081,163.35654104381945,2025-03-02 10:00:00,Withdrawal,Bandung,DEV1,192.168.1.1,M003,Mobile Banking,38,Wiraswasta,271,1,44340820.848830424,2025-02-21 10:00:00
TRX00147,ACC062,84.98125009677574,2025-03-02 20:00:00,Withdrawal,Bali,DEV1,10.0.0.1,M002,ATM,61,Pelajar,98,3,37608820.37486802,2025-02-26 20:00:00
TRX00148,ACC098,33.49948618478749,2025-03-03 06:00:00,Payment,Bali,DEV2,192.168.1.1,M003,Mobile Banking,36,Pelajar,217,1,21201133.612048443,2025-03-02 06:00:00
TRX00149,ACC073,317.86809637829145,2025-03-03 16:00:00,Payment,Surabaya,DEV1,10.0.0.1,M002,Mobile Banking,24,Pelajar,222,1,25905803.077965476,2025-03-02 16:00:00
TRX00150,ACC026,160.93211460806808,2025-03-04 02:00:00,Transfer,Surabaya,DEV4,192.168.1.1,M002,ATM,55,Karyawan Swasta,275,3,18562944.409402873,2025-02-28 02:00:00
TRX00151,ACC066,9.938207165518822,2025-03-04 12:00:00,Payment,Bandung,DEV2,192.168.1.1,M003,Mobile Banking,25,Wiraswasta,216,4,37064915.37131756,2025-02-25 12:00:00
TRX00152,ACC073,56.27248633172017,2025-03-04 22:00:00,Transfer,Jakarta,DEV4,192.168.1.1,M004,ATM,30,Karyawan Swasta,86,3,39230940.243680775,2025-03-02 22:00:00
TRX00153,ACC073,1.9495395026711064,2025-03-05 08:00:00,Deposit,Bali,DEV1,192.168.1.1,M001,Mobile Banking,54,PNS,297,3,38187930.99113764,2025-03-02 08:00:00
TRX00154,ACC040,230.42005543683445,2025-03-05 18:00:00,Transfer,Bandung,DEV4,10.0.0.1,M001,ATM,19,Wiraswasta,56,3,36158325.069239035,2025-03-04 18:00:00
TRX00155,ACC017,226.99979801068503,2025-03-06 04:00:00,Deposit,Medan,DEV3,172.16.0.1,M003,ATM,58,Pelajar,119,2,10304766.500770511,2025-03-01 04:00:00
TRX00156,ACC001,45.153922774701925,2025-03-06 14:00:00,Transfer,Medan,DEV1,192.168.1.1,M003,ATM,28,Karyawan Swasta,209,4,16964701.96409989,2025-03-05 14:00:00
TRX00157,ACC089,333.6755346026594,2025-03-07 00:00:00,Withdrawal,Bandung,DEV3,10.0.0.1,M002,Internet Banking,41,Karyawan Swasta,219,2,23545287.205685377,2025-02-27 00:00:00
TRX00158,ACC061,21.677006019810605,2025-03-07 10:00:00,Payment,Bali,DEV4,10.0.0.1,M003,Mobile Banking,23,Wiraswasta,163,2,16606570.272240015,2025-03-06 10:00:00
TRX00159,ACC043,34.82113260011482,2025-03-07 20:00:00,Deposit,Bandung,DEV3,192.168.1.1,M002,Internet Banking,43,Wiraswasta,19,1,37771515.987900615,2025-03-06 20:00:00
TRX00160,ACC042,277.49022201226416,2025-03-08 06:00:00,Transfer,Bali,DEV1,172.16.0.1,M004,Mobile Banking,24,Pelajar,166,3,16534740.860072738,2025-03-06 06:00:00
TRX00161,ACC025,52.825808442810484,2025-03-08 16:00:00,Payment,Surabaya,DEV3,192.168.1.1,M003,Mobile Banking,56,Pelajar,270,3,6997781.130588325,2025-03-06 16:00:00
TRX00162,ACC039,135.0999082306785,2025-03-09 02:00:00,Transfer,Bandung,DEV4,10.0.0.1,M001,Mobile Banking,36,PNS,86,2,20012118.557210375,2025-03-03 02:00:00
TRX00163,ACC035,63.72178251665542,2025-03-09 12:00:00,Payment,Bali,DEV4,172.16.0.1,M001,Internet Banking,23,Pelajar,266,1,48997730.195840776,2025-03-02 12:00:00
TRX00164,ACC003,80.12622995306002,2025-03-09 22:00:00,Payment,Bandung,DEV4,10.0.0.1,M003,Mobile Banking,60,Karyawan Swasta,140,1,11371482.505385436,2025-03-04 22:00:00
TRX00165,ACC044,85.5553620766766,2025-03-10 08:00:00,Transfer,Bandung,DEV1,192.168.1.1,M002,Internet Banking,46,PNS,76,1,30646717.08126713,2025-03-09 08:00:00
TRX00166,ACC051,51.41165327477746,2025-03-10 18:00:00,Deposit,Bali,DEV4,172.16.0.1,M001,ATM,60,PNS,237,4,21705355.187001344,2025-03-09 18:00:00
TRX00167,ACC094,233.61502577214432,2025-03-11 04:00:00,Deposit,Bali,DEV1,10.0.0.1,M002,Mobile Banking,56,PNS,172,2,3644125.925701399,2025-03-08 04:00:00
TRX00168,ACC098,57.86468513245388,2025-03-11 14:00:00,Withdrawal,Jakarta,DEV3,10.0.0.1,M003,Mobile Banking,19,Wiraswasta,24,4,24445042.63930317,2025-03-09 14:00:00
TRX00169,ACC012,151.94674090963653,2025-03-12 00:00:00,Payment,Bandung,DEV4,10.0.0.1,M003,ATM,36,Pelajar,241,1,35137999.99955079,2025-03-07 00:00:00
TRX00170,ACC019,49.74462800316077,2025-03-12 10:00:00,Withdrawal,Medan,DEV3,192.168.1.1,M001,ATM,21,PNS,204,1,25709676.793808155,2025-03-06 10:00:00
TRX00171,ACC044,14.85820236278702,2025-03-12 20:00:00,Withdrawal,Bandung,DEV2,172.16.0.1,M003,Mobile Banking,23,Wiraswasta,39,1,43618092.580954395,2025-03-05 20:00:00
TRX00172,ACC059,583.2715590607316,2025-03-13 06:00:00,Transfer,Bandung,DEV3,192.168.1.1,M004,ATM,66,Wiraswasta,229,3,14517957.131213374,2025-03-09 06:00:00
TRX00173,ACC049,313.96781405443676,2025-03-13 16:00:00,Transfer,Bali,DEV2,192.168.1.1,M004,Internet Banking,54,PNS,156,2,4403833.64806785,2025-03-06 16:00:00
TRX00174,ACC061,4596.374424842159,2025-03-14 02:00:00,Transfer,Bandung,DEV3,192.168.1.1,M001,Internet Banking,45,PNS,268,3,46834624.021734506,2025-03-06 02:00:00
TRX00175,ACC017,31.00165964546605,2025-03-14 12:00:00,Payment,Bandung,DEV1,172.16.0.1,M004,Mobile Banking,47,Karyawan Swasta,152,4,18971997.841458127,2025-03-13 12:00:00
TRX00176,ACC074,108.47928889530526,2025-03-14 22:00:00,Transfer,Medan,DEV3,192.168.1.1,M002,Internet Banking,24,PNS,244,3,28862637.017536305,2025-03-08 22:00:00
TRX00177,ACC057,122.39319580642818,2025-03-15 08:00:00,Transfer,Bali,DEV1,192.168.1.1,M001,Internet Banking,26,Karyawan Swasta,124,2,39620955.99389678,2025-03-07 08:00:00
TRX00178,ACC055,654.6195043306817,2025-03-15 18:00:00,Payment,Bandung,DEV1,192.168.1.1,M001,Mobile Banking,42,PNS,99,3,16283251.827391472,2025-03-10 18:00:00
TRX00179,ACC047,69.3619300610188,2025-03-16 04:00:00,Payment,Surabaya,DEV4,192.168.1.1,M002,ATM,50,PNS,217,1,35836610.4550628,2025-03-12 04:00:00
TRX00180,ACC012,25.621637740840175,2025-03-16 14:00:00,Deposit,Jakarta,DEV1,10.0.0.1,M004,Mobile Banking,18,Pelajar,173,4,6857400.605909619,2025-03-14 14:00:00
TRX00181,ACC062,908.4264824807678,2025-03-17 00:00:00,Transfer,Medan,DEV2,192.168.1.1,M004,Internet Banking,68,PNS,93,4,14635557.985554714,2025-03-11 00:00:00
TRX00182,ACC080,92.29822920450692,2025-03-17 10:00:00,Transfer,Bandung,DEV4,10.0.0.1,M004,Mobile Banking,23,PNS,86,1,7321060.743212343,2025-03-11 10:00:00
TRX00183,ACC088,554.4436977079251,2025-03-17 20:00:00,Transfer,Surabaya,DEV4,192.168.1.1,M001,Mobile Banking,35,Karyawan Swasta,170,1,40580404.86422776,2025-03-16 20:00:00
TRX00184,ACC083,465.5863603412086,2025-03-18 06:00:00,Deposit,Bandung,DEV3,172.16.0.1,M001,Internet Banking,27,Karyawan Swasta,14,1,11210196.83781659,2025-03-09 06:00:00
TRX00185,ACC008,141.90591806014592,2025-03-18 16:00:00,Transfer,Bandung,DEV1,10.0.0.1,M004,Internet Banking,45,Pelajar,87,2,35898437.41471999,2025-03-12 16:00:00
TRX00186,ACC095,114.26604327426784,2025-03-19 02:00:00,Deposit,Bali,DEV1,10.0.0.1,M003,Mobile Banking,28,PNS,100,3,47170590.02255806,2025-03-16 02:00:00
TRX00187,ACC021,82.48799688934874,2025-03-19 12:00:00,Withdrawal,Bali,DEV2,10.0.0.1,M004,Internet Banking,50,PNS,96,4,26435833.232536964,2025-03-15 12:00:00
TRX00188,ACC081,145.0691183098996,2025-03-19 22:00:00,Deposit,Bali,DEV3,10.0.0.1,M002,Internet Banking,18,Karyawan Swasta,279,3,27047456.693808317,2025-03-15 22:00:00
TRX00189,ACC087,541.6664137951774,2025-03-20 08:00:00,Withdrawal,Surabaya,DEV3,172.16.0.1,M001,Internet Banking,30,Wiraswasta,113,1,23105575.04808082,2025-03-17 08:00:00
TRX00190,ACC080,44.94051508965781,2025-03-20 18:00:00,Transfer,Bandung,DEV4,192.168.1.1,M002,Internet Banking,54,Wiraswasta,184,1,16361918.155342773,2025-03-17 18:00:00
TRX00191,ACC070,174.73463389453352,2025-03-21 04:00:00,Withdrawal,Jakarta,DEV4,10.0.0.1,M002,Internet Banking,37,Wiraswasta,63,3,23835186.043153364,2025-03-18 04:00:00
TRX00192,ACC072,27.717191645564874,2025-03-21 14:00:00,Deposit,Medan,DEV4,172.16.0.1,M001,Internet Banking,18,Karyawan Swasta,220,4,30180095.860111296,2025-03-17 14:00:00
TRX00193,ACC025,33.409512019377125,2025-03-22 00:00:00,Payment,Bali,DEV2,10.0.0.1,M003,ATM,69,Karyawan Swasta,104,2,49300979.4513159,2025-03-15 00:00:00
TRX00194,ACC082,141.6829059988106,2025-03-22 10:00:00,Withdrawal,Bali,DEV2,192.168.1.1,M004,Mobile Banking,20,Wiraswasta,232,3,46894451.50997939,2025-03-18 10:00:00
TRX00195,ACC089,7.844110438219536,2025-03-22 20:00:00,Withdrawal,Bandung,DEV4,10.0.0.1,M002,Internet Banking,35,Wiraswasta,18,1,43121432.61882678,2025-03-13 20:00:00
TRX00196,ACC012,3264.4217649013103,2025-03-23 06:00:00,Transfer,Bandung,DEV3,172.16.0.1,M001,Mobile Banking,58,PNS,62,1,44467613.73167243,2025-03-22 06:00:00
TRX00197,ACC015,24.789249409518675,2025-03-23 16:00:00,Deposit,Surabaya,DEV2,192.168.1.1,M002,ATM,31,Karyawan Swasta,86,2,23445674.246272944,2025-03-15 16:00:00
TRX00198,ACC059,139.75169363771218,2025-03-24 02:00:00,Withdrawal,Surabaya,DEV3,172.16.0.1,M004,Internet Banking,48,Karyawan Swasta,215,3,32906471.926155493,2025-03-17 02:00:00
TRX00199,ACC026,856.0481141876777,2025-03-24 12:00:00,Withdrawal,Bali,DEV3,192.168.1.1,M003,Mobile Banking,44,Wiraswasta,121,2,44763829.474517085,2025-03-22 12:00:00
TRX00200,ACC026,40.67615269576811,2025-03-24 22:00:00,Withdrawal,Bandung,DEV1,192.168.1.1,M003,Internet Banking,34,Wiraswasta,174,2,19708243.17306852,2025-03-16 22:00:00
TRX00201,ACC047,4.692448505746684,2025-03-25 08:00:00,Withdrawal,Jakarta,DEV4,192.168.1.1,M003,Internet Banking,63,Pelajar,288,4,48091947.66943889,2025-03-24 08:00:00
TRX00202,ACC032,76.14057934070104,2025-03-25 18:00:00,Payment,Medan,DEV1,10.0.0.1,M001,Internet Banking,46,Karyawan Swasta,36,4,20847724.497252233,2025-03-16 18:00:00
TRX00203,ACC010,39.95562366483554,2025-03-26 04:00:00,Deposit,Bandung,DEV4,172.16.0.1,M001,Internet Banking,53,Pelajar,79,1,30094025.00312146,2025-03-17 04:00:00
TRX00204,ACC016,4.8814374558324465,2025-03-26 14:00:00,Transfer,Bandung,DEV4,172.16.0.1,M003,Internet Banking,54,PNS,227,3,35519255.19229136,2025-03-24 14:00:00
TRX00205,ACC071,227.54200048284434,2025-03-27 00:00:00,Transfer,Surabaya,DEV3,172.16.0.1,M004,Internet Banking,43,Pelajar,198,4,47534541.452489324,2025-03-20 00:00:00
TRX00206,ACC017,202.47993462176143,2025-03-27 10:00:00,Payment,Medan,DEV4,192.168.1.1,M004,Internet Banking,34,Wiraswasta,133,1,12306352.075208075,2025-03-24 10:00:00
TRX00207,ACC023,823.4391721049667,2025-03-27 20:00:00,Deposit,Bali,DEV3,10.0.0.1,M001,ATM,39,Karyawan Swasta,28,3,37331935.81410825,2025-03-20 20:00:00
TRX00208,ACC026,27.626251216561265,2025-03-28 06:00:00,Withdrawal,Bandung,DEV3,192.168.1.1,M003,ATM,42,Karyawan Swasta,266,1,26088697.748589702,2025-03-19 06:00:00
TRX00209,ACC085,13.481188514506742,2025-03-28 16:00:00,Payment,Bali,DEV4,172.16.0.1,M004,Internet Banking,19,Pelajar,31,4,13501001.316969989,2025-03-24 16:00:00
TRX00210,ACC086,80.6335951084439,2025-03-29 02:00:00,Deposit,Bandung,DEV3,10.0.0.1,M004,Internet Banking,39,Pelajar,49,1,38852681.30583989,2025-03-28 02:00:00
TRX00211,ACC007,129.99370308650995,2025-03-29 12:00:00,Withdrawal,Bali,DEV3,10.0.0.1,M004,ATM,22,PNS,47,3,27655891.78067494,2025-03-27 12:00:00
TRX00212,ACC014,591.1231695935547,2025-03-29 22:00:00,Payment,Medan,DEV3,10.0.0.1,M001,ATM,21,PNS,57,3,33082593.65041882,2025-03-28 22:00:00
TRX00213,ACC079,1231.3322687435113,2025-03-30 08:00:00,Deposit,Surabaya,DEV2,172.16.0.1,M003,ATM,53,Wiraswasta,192,1,16212763.322037261,2025-03-25 08:00:00
TRX00214,ACC007,917.5606679610698,2025-03-30 18:00:00,Transfer,Medan,DEV3,10.0.0.1,M002,Internet Banking,23,Wiraswasta,84,3,24115570.19619749,2025-03-25 18:00:00
TRX00215,ACC009,224.71108273519616,2025-03-31 04:00:00,Transfer,Jakarta,DEV2,10.0.0.1,M003,Mobile Banking,69,Wiraswasta,218,1,30905977.124304548,2025-03-24 04:00:00
TRX00216,ACC048,492.3790665247596,2025-03-31 14:00:00,Deposit,Surabaya,DEV2,192.168.1.1,M003,Mobile Banking,38,Pelajar,192,3,20305049.632065214,2025-03-22 14:00:00
TRX00217,ACC072,56.784298227062386,2025-04-01 00:00:00,Transfer,Medan,DEV3,192.168.1.1,M001,Mobile Banking,30,Pelajar,116,1,9998789.738400295,2025-03-23 00:00:00
TRX00218,ACC059,191.0610076284518,2025-04-01 10:00:00,Deposit,Jakarta,DEV3,10.0.0.1,M004,Mobile Banking,54,Karyawan Swasta,197,1,48085860.56653367,2025-03-29 10:00:00
TRX00219,ACC087,24.85514543999626,2025-04-01 20:00:00,Withdrawal,Bandung,DEV2,10.0.0.1,M004,Internet Banking,42,Wiraswasta,273,1,25622230.248126607,2025-03-29 20:00:00
TRX00220,ACC093,163.04530310178862,2025-04-02 06:00:00,Deposit,Bandung,DEV2,192.168.1.1,M001,Mobile Banking,43,Pelajar,95,2,36722626.477356255,2025-03-30 06:00:00
TRX00221,ACC082,169.5198528799239,2025-04-02 16:00:00,Withdrawal,Bali,DEV3,192.168.1.1,M001,ATM,56,Karyawan Swasta,146,3,20611254.9584473,2025-03-29 16:00:00
TRX00222,ACC095,1964.8926829309717,2025-04-03 02:00:00,Payment,Surabaya,DEV3,192.168.1.1,M001,ATM,37,Wiraswasta,104,4,17821075.024883244,2025-03-26 02:00:00
TRX00223,ACC094,105.26970835001605,2025-04-03 12:00:00,Deposit,Bandung,DEV4,172.16.0.1,M001,Mobile Banking,50,PNS,254,1,20417498.49350954,2025-03-28 12:00:00
TRX00224,ACC039,169.87523510862732,2025-04-03 22:00:00,Payment,Surabaya,DEV2,172.16.0.1,M001,ATM,31,PNS,99,2,20518912.524903923,2025-03-26 22:00:00
TRX00225,ACC099,211.75757867572165,2025-04-04 08:00:00,Transfer,Bandung,DEV2,192.168.1.1,M002,Internet Banking,53,Pelajar,68,4,27254587.785503484,2025-04-03 08:00:00
TRX00226,ACC018,75.02110891734443,2025-04-04 18:00:00,Withdrawal,Bali,DEV4,10.0.0.1,M003,Mobile Banking,34,Karyawan Swasta,37,1,27219146.512070023,2025-03-27 18:00:00
TRX00227,ACC059,44.53435439408703,2025-04-05 04:00:00,Deposit,Medan,DEV2,192.168.1.1,M003,Mobile Banking,38,PNS,81,4,24907975.412555296,2025-04-01 04:00:00
TRX00228,ACC017,1041.2914361077885,2025-04-05 14:00:00,Payment,Bali,DEV1,172.16.0.1,M003,Internet Banking,63,Karyawan Swasta,279,2,6825810.667380161,2025-04-04 14:00:00
TRX00229,ACC014,34.077039721611015,2025-04-06 00:00:00,Withdrawal,Jakarta,DEV2,10.0.0.1,M004,ATM,33,Karyawan Swasta,33,4,24854166.377176505,2025-03-29 00:00:00
TRX00230,ACC031,20.24935401336387,2025-04-06 10:00:00,Withdrawal,Bandung,DEV4,172.16.0.1,M002,Internet Banking,63,PNS,121,1,8538284.630990509,2025-04-02 10:00:00
TRX00231,ACC024,411.7424649967887,2025-04-06 20:00:00,Transfer,Jakarta,DEV1,10.0.0.1,M003,Internet Banking,33,Karyawan Swasta,65,4,6394175.736158682,2025-03-31 20:00:00
TRX00232,ACC099,842.7937473793143,2025-04-07 06:00:00,Transfer,Jakarta,DEV3,172.16.0.1,M004,ATM,37,PNS,232,4,46639021.29532427,2025-03-30 06:00:00
TRX00233,ACC060,75.40589942009704,2025-04-07 16:00:00,Withdrawal,Surabaya,DEV4,10.0.0.1,M002,Internet Banking,46,Pelajar,129,1,30287005.65607044,2025-04-03 16:00:00
TRX00234,ACC045,77.16297692785255,2025-04-08 02:00:00,Withdrawal,Bandung,DEV4,10.0.0.1,M002,ATM,45,Wiraswasta,188,2,33008553.900416754,2025-04-05 02:00:00
TRX00235,ACC098,226.7425627593717,2025-04-08 12:00:00,Deposit,Jakarta,DEV3,10.0.0.1,M004,ATM,25,Wiraswasta,297,2,20149504.149634853,2025-03-30 12:00:00
TRX00236,ACC003,51.32720815063436,2025-04-08 22:00:00,Withdrawal,Medan,DEV4,10.0.0.1,M002,Internet Banking,41,Pelajar,290,4,45458146.50655172,2025-04-05 22:00:00
TRX00237,ACC037,45.94436550986716,2025-04-09 08:00:00,Deposit,Jakarta,DEV2,172.16.0.1,M004,ATM,20,PNS,198,3,31932731.430025306,2025-03-31 08:00:00
TRX00238,ACC043,555.2335755065089,2025-04-09 18:00:00,Withdrawal,Medan,DEV3,172.16.0.1,M003,Internet Banking,42,PNS,75,4,38481576.48922701,2025-04-07 18:00:00
TRX00239,ACC040,368.9631044774536,2025-04-10 04:00:00,Transfer,Surabaya,DEV4,10.0.0.1,M004,ATM,36,PNS,258,3,18491267.20448292,2025-04-08 04:00:00
TRX00240,ACC090,1060.7572612773063,2025-04-10 14:00:00,Deposit,Jakarta,DEV3,10.0.0.1,M002,Mobile Banking,50,PNS,85,4,48004592.85287436,2025-04-08 14:00:00
TRX00241,ACC055,22.67167802595607,2025-04-11 00:00:00,Payment,Bali,DEV3,172.16.0.1,M003,ATM,19,Pelajar,146,2,41041018.37889992,2025-04-05 00:00:00
TRX00242,ACC087,69.84693951463731,2025-04-11 10:00:00,Transfer,Surabaya,DEV3,10.0.0.1,M003,ATM,32,Wiraswasta,173,4,42712028.304425724,2025-04-08 10:00:00
TRX00243,ACC039,226.27913401208195,2025-04-11 20:00:00,Deposit,Medan,DEV1,10.0.0.1,M001,Internet Banking,39,Karyawan Swasta,242,4,8692493.944545139,2025-04-02 20:00:00
TRX00244,ACC015,37.02408790719403,2025-04-12 06:00:00,Deposit,Surabaya,DEV4,10.0.0.1,M001,ATM,27,Karyawan Swasta,264,3,13621064.072773855,2025-04-08 06:00:00
TRX00245,ACC004,388.5924685342481,2025-04-12 16:00:00,Payment,Jakarta,DEV1,192.168.1.1,M002,Mobile Banking,35,Wiraswasta,179,2,14352767.324210495,2025-04-11 16:00:00
TRX00246,ACC093,931.6345563206792,2025-04-13 02:00:00,Deposit,Bandung,DEV4,10.0.0.1,M004,Mobile Banking,39,Pelajar,183,3,13618370.24001887,2025-04-09 02:00:00
TRX00247,ACC086,61.865522761028,2025-04-13 12:00:00,Withdrawal,Bandung,DEV2,192.168.1.1,M004,ATM,63,Karyawan Swasta,27,4,42784867.28900397,2025-04-12 12:00:00
TRX00248,ACC025,157.25802227563545,2025-04-13 22:00:00,Payment,Medan,DEV2,10.0.0.1,M002,ATM,66,Wiraswasta,79,1,1691051.2809087462,2025-04-08 22:00:00
TRX00249,ACC013,1317.416676960285,2025-04-14 08:00:00,Transfer,Medan,DEV2,172.16.0.1,M003,Mobile Banking,44,Pelajar,125,4,3897389.450140638,2025-04-10 08:00:00
TRX00250,ACC082,2205.9363858666366,2025-04-14 18:00:00,Transfer,Bandung,DEV4,192.168.1.1,M002,Internet Banking,30,Karyawan Swasta,89,4,13768352.044432195,2025-04-06 18:00:00
TRX00251,ACC033,454.2746070775006,2025-04-15 04:00:00,Withdrawal,Medan,DEV3,192.168.1.1,M002,Mobile Banking,50,PNS,24,3,10073661.435007239,2025-04-07 04:00:00
TRX00252,ACC016,361.45724365496017,2025-04-15 14:00:00,Transfer,Surabaya,DEV3,10.0.0.1,M003,Mobile Banking,22,PNS,185,1,11669794.732754134,2025-04-08 14:00:00
TRX00253,ACC042,41.23944486483293,2025-04-16 00:00:00,Deposit,Bali,DEV1,10.0.0.1,M004,ATM,43,Pelajar,278,1,39917365.14373967,2025-04-13 00:00:00
TRX00254,ACC066,254.37615600724556,2025-04-16 10:00:00,Deposit,Bali,DEV1,192.168.1.1,M002,ATM,30,PNS,128,3,28200017.03521314,2025-04-15 10:00:00
TRX00255,ACC055,342.14384948613105,2025-04-16 20:00:00,Withdrawal,Surabaya,DEV2,172.16.0.1,M004,Mobile Banking,44,Pelajar,197,2,387955.99851910287,2025-04-15 20:00:00
TRX00256,ACC099,108.25015103871422,2025-04-17 06:00:00,Transfer,Bali,DEV1,172.16.0.1,M002,Internet Banking,31,Wiraswasta,66,1,21523206.008639343,2025-04-14 06:00:00
TRX00257,ACC042,60.814948252301726,2025-04-17 16:00:00,Transfer,Jakarta,DEV4,10.0.0.1,M003,Mobile Banking,41,Wiraswasta,208,1,20453457.84983291,2025-04-11 16:00:00
TRX00258,ACC034,21.716090637159848,2025-04-18 02:00:00,Withdrawal,Surabaya,DEV4,172.16.0.1,M003,Mobile Banking,20,Karyawan Swasta,26,3,5785868.945282722,2025-04-11 02:00:00
TRX00259,ACC030,10.950721750993505,2025-04-18 12:00:00,Payment,Medan,DEV1,172.16.0.1,M001,Internet Banking,64,Pelajar,297,2,33839475.25121271,2025-04-12 12:00:00
TRX00260,ACC013,7.989871923244698,2025-04-18 22:00:00,Transfer,Surabaya,DEV1,10.0.0.1,M003,Mobile Banking,68,Karyawan Swasta,64,2,35134649.7001366,2025-04-12 22:00:00
TRX00261,ACC013,353.95290207650874,2025-04-19 08:00:00,Payment,Bandung,DEV1,172.16.0.1,M001,Mobile Banking,66,Karyawan Swasta,278,4,36072571.63069967,2025-04-13 08:00:00
TRX00262,ACC018,185.2208668497879,2025-04-19 18:00:00,Transfer,Medan,DEV1,10.0.0.1,M002,ATM,47,Wiraswasta,96,4,36450700.18337374,2025-04-16 18:00:00
TRX00263,ACC032,71.82864146344345,2025-04-20 04:00:00,Transfer,Bandung,DEV2,192.168.1.1,M004,Internet Banking,52,Karyawan Swasta,38,3,102636.06392161037,2025-04-14 04:00:00
TRX00264,ACC096,90.27093647513337,2025-04-20 14:00:00,Transfer,Medan,DEV2,10.0.0.1,M003,ATM,65,PNS,31,2,47700648.11195143,2025-04-12 14:00:00
TRX00265,ACC099,203.5081009697995,2025-04-21 00:00:00,Transfer,Bali,DEV1,192.168.1.1,M003,ATM,31,Karyawan Swasta,294,3,40729017.47602769,2025-04-19 00:00:00
TRX00266,ACC039,115.94957443941762,2025-04-21 10:00:00,Deposit,Surabaya,DEV4,192.168.1.1,M003,Internet Banking,29,Pelajar,57,4,45208686.659805335,2025-04-16 10:00:00
TRX00267,ACC046,19.8691887926242,2025-04-21 20:00:00,Payment,Jakarta,DEV2,172.16.0.1,M002,Internet Banking,45,PNS,14,3,880600.4358409634,2025-04-20 20:00:00
TRX00268,ACC029,583.7660658548716,2025-04-22 06:00:00,Payment,Medan,DEV4,172.16.0.1,M001,Mobile Banking,61,Wiraswasta,259,3,46699553.909708396,2025-04-21 06:00:00
TRX00269,ACC062,234.2032331161011,2025-04-22 16:00:00,Transfer,Medan,DEV3,172.16.0.1,M002,ATM,46,Pelajar,172,1,40508447.58153643,2025-04-17 16:00:00
TRX00270,ACC093,221.15144088682752,2025-04-23 02:00:00,Transfer,Bandung,DEV4,10.0.0.1,M004,Internet Banking,60,PNS,211,1,41877235.23363906,2025-04-20 02:00:00
TRX00271,ACC062,521.309572857156,2025-04-23 12:00:00,Payment,Bali,DEV1,172.16.0.1,M002,ATM,34,Pelajar,110,1,4755040.497626229,2025-04-19 12:00:00
TRX00272,ACC057,43.79553913270704,2025-04-23 22:00:00,Deposit,Bandung,DEV3,192.168.1.1,M004,ATM,57,PNS,80,4,36965023.64303803,2025-04-20 22:00:00
TRX00273,ACC016,916.5321599159325,2025-04-24 08:00:00,Withdrawal,Bandung,DEV2,172.16.0.1,M003,Internet Banking,66,Pelajar,172,3,47999842.81314034,2025-04-23 08:00:00
TRX00274,ACC056,120.29363619078003,2025-04-24 18:00:00,Withdrawal,Bali,DEV2,172.16.0.1,M004,Mobile Banking,38,Pelajar,182,1,33959512.33676621,2025-04-23 18:00:00
TRX00275,ACC010,562.785364720415,2025-04-25 04:00:00,Payment,Jakarta,DEV3,10.0.0.1,M004,ATM,40,PNS,150,1,28571014.090767864,2025-04-20 04:00:00
TRX00276,ACC030,446.60456017791597,2025-04-25 14:00:00,Transfer,Bandung,DEV4,10.0.0.1,M001,Internet Banking,37,Wiraswasta,147,1,47286920.91967495,2025-04-19 14:00:00
TRX00277,ACC025,31.24305957750542,2025-04-26 00:00:00,Transfer,Bandung,DEV2,192.168.1.1,M004,Mobile Banking,28,Wiraswasta,75,4,22202562.374548357,2025-04-23 00:00:00
TRX00278,ACC084,315.5605582716738,2025-04-26 10:00:00,Deposit,Medan,DEV1,10.0.0.1,M004,ATM,51,Pelajar,207,4,30004748.958892886,2025-04-17 10:00:00
TRX00279,ACC005,242.11480300966883,2025-04-26 20:00:00,Withdrawal,Bali,DEV3,172.16.0.1,M002,Internet Banking,27,Pelajar,237,3,23869280.845368873,2025-04-21 20:00:00
TRX00280,ACC065,155.31689073875987,2025-04-27 06:00:00,Deposit,Surabaya,DEV1,10.0.0.1,M003,ATM,27,Wiraswasta,290,3,46649026.44587893,2025-04-19 06:00:00
TRX00281,ACC094,128.8233872154778,2025-04-27 16:00:00,Withdrawal,Jakarta,DEV3,192.168.1.1,M002,Internet Banking,60,Wiraswasta,181,3,3896627.8655988122,2025-04-26 16:00:00
